HITId	WorkerId	Input.src	Input.trg	Input.item	hit	sys_id	rid	type	sid	score	time
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Li-Muze.5736	65	SYSTEM	1574	-0.0294801215915903	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	NICT.5539	65	SYSTEM	1574	-0.0294801215915903	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Tencent-ensemble-system.5742	65	SYSTEM	1574	-0.0294801215915903	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	NiuTrans.5740	65	SYSTEM	1574	-0.0294801215915903	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	NICT.5539	66	REPEAT	3373	0.968644900554309	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	UCAM.5586	67	SYSTEM	2178	-0.42873013044995	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5712	67	SYSTEM	2178	-0.42873013044995	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	online-A.0	68	SYSTEM	960	0.269957385052179	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5668	69	BAD_REF	823	-0.32891762823536	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	NICT.5539	70	SYSTEM	2925	0.669207393910539	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5712	71	SYSTEM	547	-1.72629265923962	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5668	71	SYSTEM	547	-1.72629265923962	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Li-Muze.5736	72	SYSTEM	2238	-1.52666765481044	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	UMD.5681	73	REF	2938	0.968644900554309	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	online-Y.0	74	BAD_REF	3327	-3.27338644356576	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5712	75	REPEAT	257	0.669207393910539	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Tencent-ensemble-system.5742	75	REPEAT	257	0.669207393910539	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	NiuTrans.5740	75	REPEAT	257	0.669207393910539	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	online-F.0	76	SYSTEM	3241	-0.179198874913475	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	online-Y.0	77	SYSTEM	161	-2.07563641699068	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Li-Muze.5736	78	SYSTEM	1733	0.17014488283759	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	UCAM.5586	79	SYSTEM	3230	0.519488640588654	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	UCAM.5586	80	REPEAT	3689	-0.778073888201015	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5712	81	SYSTEM	1975	-0.578448883771835	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	online-F.0	82	SYSTEM	539	-0.42873013044995	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	UCAM.5586	83	BAD_REF	1891	-1.27713639927396	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	NICT.5539	84	REF	3556	0.968644900554309	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	UCAM.5586	85	SYSTEM	2323	0.769019896125129	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5712	85	SYSTEM	2323	0.769019896125129	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5668	85	SYSTEM	2323	0.769019896125129	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Tencent-ensemble-system.5742	85	SYSTEM	2323	0.769019896125129	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5712	86	SYSTEM	347	0.918738649447014	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Li-Muze.5736	87	SYSTEM	1504	-1.67638640813232	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	online-F.0	88	SYSTEM	535	-2.77432393249281	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5668	89	SYSTEM	1884	-0.52854263266454	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Tencent-ensemble-system.5742	90	SYSTEM	243	-0.52854263266454	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5668	91	REF	1529	0.918738649447014	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5712	92	SYSTEM	940	0.818926147232424	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5668	92	SYSTEM	940	0.818926147232424	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Li-Muze.5736	93	SYSTEM	1850	-1.27713639927396	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	UCAM.5586	94	SYSTEM	1475	0.17014488283759	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	online-B.0	95	SYSTEM	1418	0.17014488283759	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Tencent-ensemble-system.5742	96	BAD_REF	2288	-0.279011377128065	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	UCAM.5586	97	SYSTEM	653	-1.12741764595208	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5712	98	SYSTEM	3764	0.669207393910539	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	Unisound.5668	98	SYSTEM	3764	0.669207393910539	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	uedin.5652	98	SYSTEM	3764	0.669207393910539	666
3IQ9O0AYW6ZGN79RQU4YJOI68Z4IT3	N1538	zh	en	ad	443	online-F.0	99	REPEAT	1313	-0.22910512602077	666
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	0	SYSTEM	212	1.00807586211284	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Tencent-ensemble-system.5742	1	REPEAT	3626	0.225104318724226	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UMD.5681	2	SYSTEM	2698	0.567654368956744	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NICT.5539	3	SYSTEM	3068	0.567654368956744	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-Y.0	4	SYSTEM	3950	-0.362124338817234	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	5	SYSTEM	692	0.616590090418532	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UCAM.5586	6	SYSTEM	124	-0.75361011051154	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	7	SYSTEM	389	-1.09616016074406	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	8	REF	3073	1.64424024111609	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	9	BAD_REF	3253	-0.949352996358693	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	10	SYSTEM	1820	-0.606802946126175	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NiuTrans.5740	11	REF	1355	1.64424024111609	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Tencent-ensemble-system.5742	12	SYSTEM	1218	0.714461533342109	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	13	BAD_REF	1725	1.30169019088357	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	14	SYSTEM	1603	1.00807586211284	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-F.0	15	SYSTEM	1831	-0.802545831973328	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-A.0	16	SYSTEM	488	-1.14509588220585	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	17	SYSTEM	1955	-0.411060060279022	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-F.0	18	SYSTEM	3558	1.54636879819251	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	19	REPEAT	1916	0.812332976265685	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UCAM.5586	20	SYSTEM	2168	0.567654368956744	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-A.0	21	BAD_REF	497	-1.58551737536194	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	22	REF	3442	0.567654368956744	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5668	23	SYSTEM	3401	-0.362124338817234	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UCAM.5586	24	SYSTEM	3381	0.127232875800649	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	25	SYSTEM	69	0.567654368956744	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UMD.5681	26	SYSTEM	1428	-0.0685100100465039	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UCAM.5586	27	SYSTEM	2662	0.518718647494956	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-A.0	28	SYSTEM	694	0.420847204571379	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	29	REPEAT	1844	-2.6131675260595	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	30	SYSTEM	2425	-0.75361011051154	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-A.0	31	SYSTEM	616	-0.704674389049752	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-A.0	32	REF	2137	1.64424024111609	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UCAM.5586	33	SYSTEM	2074	-0.166381452970081	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	34	REPEAT	1277	-0.313188617355445	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5668	34	REPEAT	1277	-0.313188617355445	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	uedin.5652	35	SYSTEM	2901	-0.0685100100465039	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	36	BAD_REF	3647	1.64424024111609	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	36	BAD_REF	3647	1.64424024111609	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5668	36	BAD_REF	3647	1.64424024111609	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-Y.0	37	SYSTEM	2933	0.420847204571379	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	38	SYSTEM	97	-0.0195742885847156	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	39	SYSTEM	431	-0.949352996358693	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5668	39	SYSTEM	431	-0.949352996358693	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Tencent-ensemble-system.5742	40	SYSTEM	1644	-1.04722443928227	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-F.0	41	REPEAT	2661	-0.411060060279022	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NiuTrans.5740	42	SYSTEM	1765	-0.655738667587964	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NICT.5539	43	SYSTEM	772	-0.411060060279022	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	44	SYSTEM	462	0.078297154338861	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NiuTrans.5740	45	SYSTEM	3323	-0.900417274896905	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	46	BAD_REF	2124	-1.78126026120909	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-Y.0	47	SYSTEM	2830	0.0293614328770727	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	uedin.5652	48	SYSTEM	2396	-0.313188617355445	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NICT.5539	49	REF	2166	1.69317596257787	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	50	BAD_REF	212	-1.19403160366763	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	51	SYSTEM	3073	-1.48764593243836	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Tencent-ensemble-system.5742	52	SYSTEM	3626	-0.75361011051154	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	53	REPEAT	389	-0.75361011051154	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	54	REF	692	1.64424024111609	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	55	SYSTEM	3234	0.763397254803897	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UCAM.5586	56	SYSTEM	3288	-0.411060060279022	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UMD.5681	57	SYSTEM	2506	-0.264252895893657	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Tencent-ensemble-system.5742	58	SYSTEM	2918	-0.264252895893657	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	59	SYSTEM	3253	-0.508931503202599	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	60	SYSTEM	979	-0.655738667587964	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	61	SYSTEM	360	-0.362124338817234	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	62	SYSTEM	1725	-0.900417274896905	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-F.0	63	REF	1831	1.69317596257787	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	64	REPEAT	1603	0.567654368956744	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NiuTrans.5740	65	SYSTEM	1355	1.10594730503642	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	66	BAD_REF	1820	-0.45999578174081	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	67	SYSTEM	995	-0.0195742885847156	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UCAM.5586	68	SYSTEM	3787	-0.0685100100465039	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	69	SYSTEM	1916	-0.508931503202599	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	70	SYSTEM	3442	0.616590090418532	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UCAM.5586	71	REPEAT	3381	0.176168597262438	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	72	SYSTEM	1844	0.567654368956744	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-Y.0	73	SYSTEM	2456	1.20381874795999	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-A.0	74	SYSTEM	497	1.49743307673072	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	UMD.5681	75	SYSTEM	1022	0.861268697727474	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	75	SYSTEM	1022	0.861268697727474	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5668	76	BAD_REF	3401	0.616590090418532	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	77	REF	69	1.69317596257787	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NiuTrans.5740	78	SYSTEM	604	0.616590090418532	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	79	SYSTEM	2968	0.714461533342109	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	80	SYSTEM	1277	0.518718647494956	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5668	80	SYSTEM	1277	0.518718647494956	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	uedin.5652	81	REPEAT	2901	0.763397254803897	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Tencent-ensemble-system.5742	82	SYSTEM	1343	-0.0685100100465039	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-A.0	83	SYSTEM	2137	-2.07487458997982	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-Y.0	84	REF	2933	1.64424024111609	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	85	SYSTEM	3647	0.665525811880321	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5712	85	SYSTEM	3647	0.665525811880321	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Unisound.5668	85	SYSTEM	3647	0.665525811880321	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	86	SYSTEM	383	0.371911483109591	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-B.0	87	SYSTEM	1590	-0.0685100100465039	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	Li-Muze.5736	88	SYSTEM	930	1.44849735526893	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-A.0	89	BAD_REF	616	0.616590090418532	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	90	REF	462	1.64424024111609	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-Y.0	91	SYSTEM	1392	0.616590090418532	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NICT.5539	92	SYSTEM	2166	0.274040040186014	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NICT.5539	93	BAD_REF	772	-3.15146046213917	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-F.0	94	SYSTEM	2661	-0.655738667587964	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NiuTrans.5740	95	SYSTEM	3065	0.665525811880321	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-G.0	96	SYSTEM	2124	0.0293614328770727	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	NiuTrans.5740	97	REPEAT	3323	0.567654368956744	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-Y.0	98	SYSTEM	2146	0.812332976265685	886
3VDI8GSXAFTJTWB8X8T07G93F9S8GD	N1750	zh	en	ad	235	online-A.0	99	SYSTEM	3557	1.30169019088357	886
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	Unisound.5712	0	SYSTEM	1893	0.905371553390484	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	Unisound.5668	0	SYSTEM	1893	0.905371553390484	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-Y.0	1	SYSTEM	1548	-0.524846793277107	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-F.0	2	BAD_REF	3040	-2.56182443853095	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	UMD.5681	3	REPEAT	318	0.732011753794413	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-B.0	4	SYSTEM	1466	-0.221467143983982	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	UMD.5681	5	SYSTEM	1595	0.515312004299323	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-F.0	6	SYSTEM	1457	0.948711503289502	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	NiuTrans.5740	7	SYSTEM	809	1.07873135298656	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-G.0	8	REF	903	1.16541125278459	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	NiuTrans.5740	9	SYSTEM	781	0.471972054400305	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	UCAM.5586	10	SYSTEM	3966	0.385292154602269	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	UMD.5681	11	SYSTEM	1393	0.818691653592448	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	NiuTrans.5740	12	SYSTEM	2919	0.862031603491466	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	UMD.5681	13	BAD_REF	2892	-0.308147043782017	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	Unisound.5712	14	SYSTEM	559	-0.87156639246925	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	uedin.5652	15	REF	1789	1.4254509521787	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-A.0	16	REPEAT	1361	1.03539140308754	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-F.0	17	SYSTEM	2959	-0.264807093882999	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	UCAM.5586	18	SYSTEM	1462	0.688671803895395	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	UCAM.5586	19	SYSTEM	907	0.732011753794413	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	UMD.5681	19	SYSTEM	907	0.732011753794413	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	Unisound.5668	20	SYSTEM	19	0.645331853996377	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-Y.0	21	SYSTEM	2010	1.07873135298656	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	NICT.5539	22	SYSTEM	123	-0.00476739448889195	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-A.0	23	BAD_REF	657	-0.828226442570232	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-G.0	24	SYSTEM	848	-0.134787244185946	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	UCAM.5586	25	REPEAT	3225	1.03539140308754	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-G.0	26	SYSTEM	680	-1.69502544055059	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	online-Y.0	27	SYSTEM	440	-0.481506843378089	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	NiuTrans.5740	28	REF	3034	1.4254509521787	1678
3MDKGGG61QN0UNEQOTV9MLS1Z89T6K	N1887	zh	en	ad	444	NICT.5539	29	SYSTEM	761	-1.4783256910555	1678
